支付宝交易记录明细查询
账号:[13636476127]
起始日期:[2021-08-05 00:00:00]    终止日期:[2021-11-05 15:11:08]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2021110504200113001087972725	,2021110522001484131419466239	,2021-11-05 10:35:51 ,2021-11-05 10:35:54 ,2021-11-05 10:35:54 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,23.76   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087953705	,2021110522001484131419399543	,2021-11-05 10:22:32 ,2021-11-05 10:22:34 ,2021-11-05 10:22:34 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,21.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087969360	,2021110522001484131419546371	,2021-11-05 10:21:49 ,2021-11-05 10:21:52 ,2021-11-05 10:21:52 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,6.00    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087962817	,2021110522001484131419459877	,2021-11-05 10:21:01 ,2021-11-05 10:21:04 ,2021-11-05 10:21:04 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,1.50    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087966326	,2021110522001484131419495117	,2021-11-05 10:12:42 ,2021-11-05 10:12:45 ,2021-11-05 10:12:45 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,3.40    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087967568	,2021110522001484131419584662	,2021-11-05 10:10:21 ,2021-11-05 10:10:24 ,2021-11-05 10:10:24 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,18.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087960610	,2021110522001484131419492514	,2021-11-05 10:04:08 ,2021-11-05 10:04:12 ,2021-11-05 10:04:12 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,73.50   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087960058	,2021110522001484135734044676	,2021-11-05 10:01:11 ,2021-11-05 10:01:13 ,2021-11-05 10:01:13 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,36.50   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110504200113001087942707	,2021110522001484131419426703	,2021-11-05 09:55:21 ,2021-11-05 09:55:24 ,2021-11-05 09:55:24 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,30.50   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
20211105348668373781 	,                    	,2021-11-05 03:03:11 ,                    ,2021-11-05 03:03:11 ,支付宝网站     ,即时到账交易          ,国泰基金管理有限公司      ,余额宝-2021.11.04-收益发放 ,7.30    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021110422001455781411966708	,16360244897602255855783	,2021-11-04 19:14:50 ,2021-11-04 19:15:13 ,2021-11-04 19:15:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*伟              ,收钱码收款               ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20211104333649665781 	,                    	,2021-11-04 03:11:13 ,                    ,2021-11-04 03:11:13 ,支付宝网站     ,即时到账交易          ,国泰基金管理有限公司      ,余额宝-2021.11.03-收益发放 ,7.25    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021110322001455785716355317	,21P2088721085226061W03_211103017490752512-22505445	,2021-11-03 18:32:03 ,2021-11-03 18:32:03 ,2021-11-03 18:32:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,长沙市远觉饮品有限公司     ,二维码支付               ,25.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021110322001155785716660814	,T200P2224041192274509565	,2021-11-03 16:48:48 ,2021-11-03 16:48:56 ,2021-11-03 16:48:56 ,淘宝        ,支付宝担保交易         ,十月稻田旗舰店         ,【狂欢价】【21年新米】十月稻田五常大米东北大米正宗东北稻花香2号真空5kg,151.62  ,支出      ,等待对方发货  ,0.00     ,0.00     ,                    ,已支出      ,
20211103318729392781 	,                    	,2021-11-03 05:13:22 ,                    ,2021-11-03 05:13:22 ,支付宝网站     ,即时到账交易          ,国泰基金管理有限公司      ,余额宝-2021.11.02-收益发放 ,7.22    ,        ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2021110222001155785715658878	,T200P2223552711680509565	,2021-11-02 16:13:31 ,2021-11-02 16:13:40 ,2021-11-02 16:16:11 ,淘宝        ,支付宝担保交易         ,亿美百衣阁           ,中国风古装工笔画婚纱摄影楼写真PS后期修图合成背景PSD素材模板 等多件,40.25   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087654916	,2021110222001484131416928590	,2021-11-02 10:03:05 ,2021-11-02 10:03:07 ,2021-11-02 10:03:07 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,8.00    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087650465	,2021110222001484131416916642	,2021-11-02 10:00:11 ,2021-11-02 10:00:14 ,2021-11-02 10:00:14 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,39.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087646657	,2021110222001484131416881136	,2021-11-02 09:54:35 ,2021-11-02 09:54:38 ,2021-11-02 09:54:38 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,5.00    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087627664	,2021110222001484131416943739	,2021-11-02 09:51:19 ,2021-11-02 09:51:22 ,2021-11-02 09:51:22 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,20.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087642780	,2021110222001484131416776163	,2021-11-02 09:48:29 ,2021-11-02 09:48:32 ,2021-11-02 09:48:32 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,12.50   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087637322	,2021110222001484131416963123	,2021-11-02 09:46:41 ,2021-11-02 09:46:44 ,2021-11-02 09:46:44 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,7.30    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087651176	,2021110222001484131416826155	,2021-11-02 09:45:12 ,2021-11-02 09:45:14 ,2021-11-02 09:45:14 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,3.50    ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
2021110204200113001087637466	,2021110222001484131416865791	,2021-11-02 09:44:00 ,2021-11-02 09:44:03 ,2021-11-02 09:44:03 ,支付宝网站     ,即时到账交易          ,Jackfrank       ,亲情卡                 ,14.00   ,支出      ,亲情卡付款成功 ,0.00     ,0.00     ,                    ,已支出      ,
